"program","n_genes","observed_NES","fgsea_pval","fgsea_padj","n_random_sets","p_empirical"
"Vein Wall Fibroblast Activation Program",93,1.59992027701426,0.00574914929120754,0.00574914929120754,2000,0.00549725137431284
