UMAP1,UMAP2,cell_type,condition
9.061443,2.1149433,Endothelial,Control
5.708356,-1.5063368,Fibroblast,Control
7.7588816,2.2952156,Endothelial,Control
5.1474695,1.8696721,Endothelial,Control
8.350901,3.6051738,Endothelial,Control
9.362217,0.5104291,Endothelial,Control
9.315697,2.0218115,Endothelial,Control
1.4079621,-0.853159,Fibroblast,Control
3.4227805,-6.449841,Fibroblast,Control
8.4137945,0.8534329,Endothelial,Control
7.2276416,1.1644535,Endothelial,Control
8.953702,2.5573342,Endothelial,Control
7.7725945,1.6053684,Endothelial,Control
8.932892,2.728206,Endothelial,Control
9.392446,0.7638942,Endothelial,Control
8.768564,1.3874832,Endothelial,Control
3.9752834,-6.4367394,Fibroblast,Control
2.1852236,-6.6607857,Fibroblast,Control
8.194278,0.95076764,Endothelial,Control
9.803556,2.2025776,Endothelial,Control
1.863871,-7.966667,Fibroblast,Control
8.434454,0.33186206,Endothelial,Control
7.655306,0.38490903,Endothelial,Control
9.27256,1.8365524,Endothelial,Control
0.9344965,-8.321297,Fibroblast,Control
7.778947,0.5169645,Endothelial,Control
8.727078,4.393307,Endothelial,Control
8.449644,5.150116,Endothelial,Control
2.236381,-6.7510242,Fibroblast,Control
8.38303,3.5836232,Endothelial,Control
5.948664,-0.7217353,Erythrocyte,Control
9.736941,1.5865061,Endothelial,Control
9.583325,2.348258,Endothelial,Control
8.398837,1.7999231,Endothelial,Control
7.215466,1.4988168,Endothelial,Control
-0.37200972,12.37766,Fibroblast,Control
8.189153,1.2459496,Endothelial,Control
0.4397969,-8.585195,Fibroblast,Control
7.87473,2.9530602,Endothelial,Control
2.1933818,-7.392219,Fibroblast,Control
9.947833,2.1000307,Endothelial,Control
-1.5935979,13.908309,Fibroblast,Control
-2.8608937,7.6105475,Fibroblast,Control
1.3145345,3.1502907,Endothelial,Control
-4.2568455,5.1907654,Fibroblast,Control
8.129398,0.18978257,Endothelial,Control
9.579685,3.3512645,Endothelial,Control
2.1818125,-6.7181063,Fibroblast,Control
0.42595667,-8.1713505,Fibroblast,Control
1.9528217,-7.4990506,Fibroblast,Control
9.171185,2.0950284,Endothelial,Control
8.493291,1.8904296,Endothelial,Control
-0.9906897,7.3304315,Fibroblast,Control
5.2443275,9.8993435,B_cell,Control
9.128153,2.3928604,Endothelial,Control
9.844749,1.6864531,Endothelial,Control
-4.807933,4.7328987,Fibroblast,Control
7.8700523,3.0626876,Endothelial,Control
4.2980356,-5.76259,Fibroblast,Control
8.058882,3.1945279,Endothelial,Control
8.244479,4.746248,Endothelial,Control
2.837894,-6.7161865,Fibroblast,Control
-2.9080307,7.5599766,Fibroblast,Control
8.79432,2.458024,Endothelial,Control
7.6322494,0.2814626,Endothelial,Control
8.439934,1.6705256,Endothelial,Control
-1.2117276,-8.399326,Erythrocyte,Control
0.97834766,-7.6911035,Fibroblast,Control
-4.8702493,4.437236,Fibroblast,Control
0.7668493,-9.661852,Fibroblast,Control
-0.53025204,-7.5468173,Fibroblast,Control
0.0053278957,-8.080213,Fibroblast,Control
-4.109979,5.134829,Fibroblast,Control
6.874836,0.6284187,Endothelial,Control
-3.0168004,8.221052,Fibroblast,Control
9.483799,3.6037107,Endothelial,Control
1.5433602,-7.232529,Fibroblast,Control
1.4212348,-8.752032,Fibroblast,Control
1.8203418,-6.688628,Fibroblast,Control
-9.866598,3.351222,Fibroblast,Control
8.852302,2.616695,Endothelial,Control
2.3443284,-7.1130776,Fibroblast,Control
4.374442,-5.9005322,Fibroblast,Control
1.3221449,-7.1303363,Fibroblast,Control
7.6134768,0.7547574,Endothelial,Control
3.398963,-6.2711124,Fibroblast,Control
7.530939,2.7800705,Endothelial,Control
9.027218,2.0198672,Endothelial,Control
1.2230842,-7.396841,Fibroblast,Control
2.2297945,-7.1674156,Fibroblast,Control
6.9523797,0.9211236,Endothelial,Control
7.2949595,2.0538268,Endothelial,Control
8.4638195,1.6103268,Endothelial,Control
9.733857,2.1946635,Endothelial,Control
7.6372156,3.7339506,Endothelial,Control
1.2307037,-7.3462477,Fibroblast,Control
5.3922563,3.5436153,Endothelial,Control
-0.2579294,-8.7021475,Fibroblast,Control
1.8171792,-8.091684,Fibroblast,Control
8.598754,1.528072,Endothelial,Control
0.24509715,-8.523806,Fibroblast,Control
-4.6962905,6.4171033,Fibroblast,Control
7.8332667,0.81640065,Endothelial,Control
7.883974,1.5602298,Endothelial,Control
7.8048286,1.1228552,Endothelial,Control
8.909441,1.806492,Endothelial,Control
4.062041,3.5885186,Endothelial,Control
9.772257,2.2411704,Endothelial,Control
1.9510015,2.8324857,Endothelial,Control
0.41897744,-8.284644,Fibroblast,Control
5.8519716,-1.222588,Fibroblast,Control
8.379974,3.2695568,Endothelial,Control
1.922781,-6.5630126,Fibroblast,Control
3.9530473,-6.30186,Fibroblast,Control
0.119527265,-7.0115533,Fibroblast,Control
0.81631446,-8.513739,Fibroblast,Control
7.6088886,1.879924,Endothelial,Control
0.92276454,-8.278719,Fibroblast,Control
8.326375,4.272373,Endothelial,Control
1.9027724,-6.0954223,Fibroblast,Control
1.4408474,-8.57693,Fibroblast,Control
7.279557,1.0702196,Endothelial,Control
0.03201741,-8.234745,Fibroblast,Control
8.046224,3.963006,Endothelial,Control
8.847747,0.28621504,Endothelial,Control
1.7755172,-7.6115384,Fibroblast,Control
7.954783,4.06421,Endothelial,Control
-0.9626466,7.2988687,Fibroblast,Control
8.729466,0.81897306,Endothelial,Control
7.8856053,2.122554,Endothelial,Control
2.0528667,-8.130034,Fibroblast,Control
2.6187813,-7.483008,Fibroblast,Control
8.169574,1.2199031,Endothelial,Control
-1.7967112,7.390866,Fibroblast,Control
1.646825,-7.554459,Fibroblast,Control
8.630309,2.1050828,Endothelial,Control
7.964477,0.17155479,Endothelial,Control
-2.9367101,7.6524963,Fibroblast,Control
8.038295,3.1596513,Endothelial,Control
9.05792,2.4891305,Endothelial,Control
8.477953,1.4600496,Endothelial,Control
7.990237,0.3155229,Endothelial,Control
8.954701,1.4675577,Endothelial,Control
1.0912095,-8.610619,Fibroblast,Control
0.084652774,-8.083533,Fibroblast,Control
2.1327045,-6.5705686,Fibroblast,Control
6.981794,1.7486911,Endothelial,Control
-4.705826,4.539149,Fibroblast,Control
8.241488,2.218552,Endothelial,Control
-5.9777536,11.905841,Neutrophil,Control
9.5141535,1.5487164,Endothelial,Control
1.5465294,-8.583136,Fibroblast,Control
-5.1350994,4.4372673,Fibroblast,Control
5.927522,1.4082321,Endothelial,Control
10.010871,2.3532286,Endothelial,Control
-10.993526,0.15267968,Erythrocyte,Control
-2.9150934,7.627226,Fibroblast,Control
9.27217,1.9708955,Endothelial,Control
2.1415982,-7.504687,Fibroblast,Control
9.129732,1.6542803,Endothelial,Control
5.6351748,-1.3487407,Fibroblast,Control
8.09787,0.4426152,Endothelial,Control
8.611252,1.6395037,Endothelial,Control
8.195065,1.5835316,Endothelial,Control
8.652181,3.717874,Endothelial,Control
-0.21048142,-7.7454286,Fibroblast,Control
9.105196,1.7666353,Endothelial,Control
5.914893,-0.80456674,Fibroblast,Control
8.984493,1.0887398,Endothelial,Control
0.2357976,-7.8704195,Fibroblast,Control
7.8868036,3.221209,Endothelial,Control
9.337596,2.2517793,Endothelial,Control
9.146028,0.95725214,Endothelial,Control
2.1994276,-7.406797,Fibroblast,Control
1.063952,-7.2296457,Fibroblast,Control
9.598548,3.106411,Endothelial,Control
0.5474847,-8.251325,Fibroblast,Control
2.807731,4.0958886,Endothelial,Control
9.049437,2.3775861,Endothelial,Control
0.19818963,-7.2423325,Fibroblast,Control
-0.5234837,-8.465686,Erythrocyte,Control
5.767598,-0.34439197,Erythrocyte,Control
7.8995223,0.34058824,Endothelial,Control
-4.895903,4.54867,Fibroblast,Control
0.46673983,-8.341645,Fibroblast,Control
0.8179831,-8.576916,Fibroblast,Control
0.58600813,-8.757793,Fibroblast,Control
8.958734,2.0589092,Endothelial,Control
3.907227,-6.2892046,Fibroblast,Control
3.5468001,20.24216,Fibroblast,Control
-0.94707954,13.335317,Fibroblast,Control
0.50922984,-8.160552,Fibroblast,Control
3.1119044,3.9173799,Endothelial,Control
9.412363,2.1829088,Endothelial,Control
-5.039879,4.3956537,Fibroblast,Control
9.725125,2.5010383,Endothelial,Control
7.2606554,1.0496345,Endothelial,Control
2.3522935,-7.679407,Fibroblast,Control
-5.7302814,11.334734,Neutrophil,Control
7.9881105,1.7415136,Endothelial,Control
9.241036,1.0994127,Endothelial,Control
-11.458536,4.381605,Fibroblast,Control
0.7311422,-8.401723,Fibroblast,Control
8.386094,1.7023622,Endothelial,Control
0.3326963,-7.6997466,Fibroblast,Control
9.860879,1.4258245,Endothelial,Control
-4.7919817,4.7895913,Fibroblast,Control
7.857863,3.5345113,Endothelial,Control
0.26815072,-8.275052,Fibroblast,Control
3.0351496,-6.8665986,Fibroblast,Control
2.4110963,-6.9389186,Fibroblast,Control
-5.231808,4.133715,Fibroblast,Control
0.24985518,-8.818507,Fibroblast,Control
8.945228,0.20591824,Endothelial,Control
-11.26963,4.2470574,Fibroblast,Control
8.0072,3.8041294,Endothelial,Control
-0.065398164,12.269003,Fibroblast,Control
7.7189384,6.0433474,Endothelial,Control
9.266446,2.8341331,Endothelial,Control
8.9091835,0.8896983,Endothelial,Control
-2.910701,7.901502,Fibroblast,Control
5.2692995,9.6137085,B_cell,Control
0.95238245,-8.63629,Fibroblast,Control
1.2711465,-7.929878,Fibroblast,Control
7.4940877,3.2181933,Endothelial,Control
9.043113,2.5162933,Endothelial,Control
-1.4754237,13.810124,Fibroblast,Control
7.345797,0.5370794,Endothelial,Control
-0.33666167,13.752028,Fibroblast,Control
7.9289393,1.0291574,Endothelial,Control
2.0571513,15.394484,Fibroblast,Control
2.745995,-6.4837055,Fibroblast,Control
1.4968076,-8.27419,Fibroblast,Control
0.07727448,-8.890547,Fibroblast,Control
-0.6347952,13.392251,Fibroblast,Control
8.785217,2.479267,Endothelial,Control
7.98064,0.86934155,Endothelial,Control
8.843341,1.5131049,Endothelial,Control
-0.21913952,-8.229384,Fibroblast,Control
2.8782697,-6.881996,Fibroblast,Control
7.2690573,1.0175637,Endothelial,Control
5.116035,1.9061635,Endothelial,Control
8.00836,1.7412537,Endothelial,Control
7.833546,2.1334424,Endothelial,Control
2.8739412,6.646872,Fibroblast,Control
3.0315528,-6.380437,Fibroblast,Control
6.3012094,-0.15056396,Erythrocyte,Control
-0.073523834,-7.957983,Fibroblast,Control
0.45162514,-8.158732,Fibroblast,Control
-4.705613,5.057316,Fibroblast,Control
-0.5790409,-6.6490993,Fibroblast,Control
9.950406,2.4008877,Endothelial,Control
8.092678,1.213632,Endothelial,Control
7.657831,1.5459987,Endothelial,Control
-0.32372347,-6.5397277,Fibroblast,Control
8.851595,4.112234,Endothelial,Control
2.1495407,-7.70298,Fibroblast,Control
0.48264235,-6.800554,Fibroblast,Control
1.1824976,-8.03851,Fibroblast,Control
3.802199,-6.3104434,Fibroblast,Control
8.126178,3.9229352,Endothelial,Control
9.384309,3.222604,Endothelial,Control
9.4751425,2.0862918,Endothelial,Control
0.70045996,-8.199165,Fibroblast,Control
5.350135,8.979226,B_cell,Control
9.959003,2.6703906,Endothelial,Control
8.074011,2.69793,Endothelial,Control
0.42586473,-7.413889,Fibroblast,Control
9.656975,1.0625058,Endothelial,Control
1.008508,-8.346374,Fibroblast,Control
0.15527694,12.240978,Fibroblast,Control
8.665871,3.9545083,Endothelial,Control
0.077060685,-7.162812,Fibroblast,Control
9.679963,3.0491574,Endothelial,Control
7.1885047,0.64461136,Endothelial,Control
3.288164,-6.355784,Fibroblast,Control
8.672377,3.6227758,Endothelial,Control
9.550109,1.1751273,Endothelial,Control
3.2949846,-6.5243077,Fibroblast,Control
0.4416254,-7.3746476,Fibroblast,Control
7.8132386,1.2990441,Endothelial,Control
8.097447,2.9216664,Endothelial,Control
-4.8039503,4.4598517,Fibroblast,Control
7.334345,1.4394113,Endothelial,Control
6.572534,0.24085008,Erythrocyte,Control
5.7904735,2.1210673,Endothelial,Control
2.858602,-6.8968062,Fibroblast,Control
0.7683325,-8.650103,Fibroblast,Control
3.60204,20.300026,Fibroblast,Control
8.1466,0.52087694,Endothelial,Control
4.044378,-5.864053,Fibroblast,Control
0.3513065,-8.4442625,Fibroblast,Control
1.0609572,-8.327495,Fibroblast,Control
4.9701643,9.294489,B_cell,Control
8.454794,1.3153067,Endothelial,Control
1.294838,-8.2552395,Fibroblast,Control
8.467267,1.1089122,Endothelial,Control
5.672918,-1.871869,Fibroblast,Control
2.6723545,-6.8578787,Fibroblast,Control
-11.165223,0.0754312,Erythrocyte,Control
-11.546338,0.22381417,Erythrocyte,Control
7.4244685,2.2088776,Endothelial,Control
8.127388,1.6644386,Endothelial,Control
4.954105,1.9189533,Endothelial,Control
8.785014,3.2651217,Endothelial,Control
-0.7471049,13.493632,Fibroblast,Control
8.647558,4.037134,Endothelial,Control
0.8131959,-7.7192135,Fibroblast,Control
9.493195,0.7109778,Endothelial,Control
0.47084096,-8.416849,Fibroblast,Control
-5.5924926,-1.1000674,VSMC,Control
9.3209305,0.7535507,Endothelial,Control
-4.068847,6.456829,Fibroblast,Control
8.500012,3.9780748,Endothelial,Control
8.020644,0.68946743,Endothelial,Control
2.500485,-6.819045,Fibroblast,Control
9.02552,2.4677117,Endothelial,Control
-5.233988,4.1364107,Fibroblast,Control
-2.003043,7.457999,Fibroblast,Control
9.290621,1.8861616,Endothelial,Control
8.976359,1.5134002,Endothelial,Control
9.46423,2.885645,Endothelial,Control
5.1226006,3.5176234,Endothelial,Control
7.5913486,1.8681453,Endothelial,Control
3.2172048,-6.782071,Fibroblast,Control
3.8146126,-5.739474,Fibroblast,Control
9.963542,1.9750671,Endothelial,Control
2.5904298,-6.4728136,Fibroblast,Control
8.71131,3.622201,Endothelial,Control
9.9792,2.5472825,Endothelial,Control
3.2337306,-6.600877,Fibroblast,Control
0.5329744,-7.172715,Fibroblast,Control
7.7656693,0.1107944,Endothelial,Control
4.62155,-5.607166,Fibroblast,Control
-3.424017,-5.3151374,Fibroblast,Control
-11.440153,0.11101382,Erythrocyte,Control
7.7942524,2.1288617,Endothelial,Control
5.814597,-1.6465007,Fibroblast,Control
-4.6552033,4.848419,Fibroblast,Control
0.87844115,-7.4532585,Fibroblast,Control
9.057576,0.3095252,Endothelial,Control
8.8742075,3.6792188,Endothelial,Control
-6.5334306,12.279238,Neutrophil,Control
9.506316,3.7226164,Endothelial,Control
0.57705325,-7.740464,Fibroblast,Control
8.562365,4.1979823,Endothelial,Control
5.0264645,9.4560585,B_cell,Control
8.79932,1.6930969,Endothelial,Control
0.296528,-8.714866,Fibroblast,Control
8.873973,2.7311308,Endothelial,Control
8.701089,1.0707816,Endothelial,Control
-6.278525,11.655468,Neutrophil,Control
5.5935454,1.8296907,Endothelial,Control
-0.33375853,-7.800536,Fibroblast,Control
7.9121494,0.21839465,Endothelial,Control
0.7349768,-6.919833,Fibroblast,Control
0.14308201,-6.9208894,Fibroblast,Control
1.5408356,-8.068076,Fibroblast,Control
5.509166,1.8466315,Endothelial,Control
9.80152,2.0673368,Endothelial,Control
0.06883701,-8.645123,Fibroblast,Control
5.5202694,-0.83751,Fibroblast,Control
8.289059,0.5768047,Endothelial,Control
9.396174,3.1646214,Endothelial,Control
8.585323,2.703799,Endothelial,Control
0.7725958,-8.428058,Fibroblast,Control
8.770269,2.1779761,Endothelial,Control
-11.215975,4.160181,Fibroblast,Control
0.6316758,-8.610384,Fibroblast,Control
3.317314,-6.471041,Fibroblast,Control
-6.6172585,11.953816,Neutrophil,Control
7.95488,1.5596212,Endothelial,Control
-0.030458976,-8.719046,Fibroblast,Control
7.578716,2.3443508,Endothelial,Control
2.124031,-7.0270567,Fibroblast,Control
5.9220467,-1.2279547,Fibroblast,Control
8.095769,0.47727036,Endothelial,Control
3.0796373,-6.6829944,Fibroblast,Control
9.088829,2.4377973,Endothelial,Control
9.003017,1.0878489,Endothelial,Control
0.87179005,-8.282853,Fibroblast,Control
9.250991,1.378038,Endothelial,Control
-0.9870734,7.3958316,Fibroblast,Control
7.8302703,0.28579888,Endothelial,Control
7.912686,3.4826999,Endothelial,Control
1.139478,-9.025207,Fibroblast,Control
5.0049686,1.7983779,Endothelial,Control
1.8716772,-6.76422,Fibroblast,Control
7.2506313,1.0643452,Endothelial,Control
0.5687812,-9.319661,Fibroblast,Control
8.644488,4.45005,Endothelial,Control
7.7077627,0.71755403,Endothelial,Control
9.369589,1.6581006,Endothelial,Control
0.82524914,-8.198258,Fibroblast,Control
5.224775,10.1621895,B_cell,Control
-0.1513038,12.260817,Fibroblast,Control
3.854527,-5.5840774,Fibroblast,Control
2.1544056,2.5787606,Endothelial,Control
7.9300036,3.597919,Endothelial,Control
1.7207851,-8.051952,Fibroblast,Control
8.480413,2.9660435,Endothelial,Control
8.523317,3.0558794,Endothelial,Control
3.1606283,-6.747341,Fibroblast,Control
7.5781984,1.6547248,Endothelial,Control
7.948539,0.64557844,Endothelial,Control
7.5099745,0.44745544,Endothelial,Control
-11.046526,4.203308,Fibroblast,Control
8.380137,2.3335047,Endothelial,Control
8.58874,2.0213308,Endothelial,Control
-11.230157,4.260575,Fibroblast,Control
5.675486,-1.4189773,Fibroblast,Control
2.2687838,-0.45320752,Fibroblast,Control
0.3879196,-7.777948,Fibroblast,Control
3.9825017,-6.474583,Fibroblast,Control
0.29123396,-7.8271675,Fibroblast,Control
9.196122,0.73082757,Endothelial,Control
2.7181323,-6.93891,Fibroblast,Control
6.4111648,1.5920584,Endothelial,Control
9.352396,2.539207,Endothelial,Control
5.1686687,1.811742,Endothelial,Control
0.87051314,-7.944371,Fibroblast,Control
0.27985796,-8.273498,Fibroblast,Control
-0.8940644,14.023443,Fibroblast,Control
8.144072,3.116311,Endothelial,Control
5.3177953,9.961794,B_cell,Control
8.840525,3.1786733,Endothelial,Control
9.453103,1.6770985,Endothelial,Control
9.5838,1.3533921,Endothelial,Control
8.543531,3.1896262,Endothelial,Control
8.6573305,2.0462077,Endothelial,Control
1.1395468,-7.895392,Fibroblast,Control
0.6286997,-8.199179,Fibroblast,Control
5.736496,-1.9460918,Fibroblast,Control
7.8664827,1.6616244,Endothelial,Control
-10.9707155,4.274801,Fibroblast,Control
8.419528,2.8871534,Endothelial,Control
6.2916703,1.9571257,Endothelial,Control
8.833703,4.3443804,Endothelial,Control
4.02365,3.5411375,Endothelial,Control
3.301311,-6.6814823,Fibroblast,Control
-11.370161,0.09879476,Erythrocyte,Control
7.793683,0.55005205,Endothelial,Control
4.6071715,-4.869818,Fibroblast,Control
0.15357247,-7.5044456,Fibroblast,Control
7.854197,5.554998,Endothelial,Control
0.7088092,-7.852165,Fibroblast,Control
9.340512,1.3963957,Endothelial,Control
1.2422645,-8.762064,Fibroblast,Control
-11.090199,4.481632,Fibroblast,Control
7.464748,0.62883127,Endothelial,Control
0.25241438,-8.334826,Fibroblast,Control
9.188927,0.6504597,Endothelial,Control
8.159133,1.3186358,Endothelial,Control
9.110309,1.2784537,Endothelial,Control
-3.9987907,5.367511,Fibroblast,Control
8.192538,3.5919168,Endothelial,Control
8.652577,1.3648078,Endothelial,Control
9.944303,2.0914383,Endothelial,Control
-0.17757401,14.012654,Fibroblast,Control
9.013456,2.6675627,Endothelial,Control
8.362646,3.3278682,Endothelial,Control
-5.035581,4.457285,Fibroblast,Control
7.7664433,4.075498,Endothelial,Control
4.8580885,1.9812456,Endothelial,Control
7.238662,1.2126343,Endothelial,Control
-5.198333,4.1780124,Fibroblast,Control
-9.943044,3.3781168,Fibroblast,Control
-0.041810248,-8.556573,Fibroblast,Control
-5.9644394,11.420421,Neutrophil,Control
-6.5614595,12.031947,Neutrophil,Control
6.164261,-0.39185226,Fibroblast,Control
5.08893,1.9248376,Endothelial,Control
9.081489,1.3910842,Endothelial,Control
0.1992406,-9.009624,Fibroblast,Control
8.988898,1.3557947,Endothelial,Control
8.58975,3.0234566,Endothelial,Control
0.104368955,-6.8166256,Fibroblast,Control
9.300279,0.85540026,Endothelial,Control
8.549684,2.2097445,Endothelial,Control
0.64048,-8.083057,Fibroblast,Control
3.8437073,3.4908981,Endothelial,Control
7.473404,0.82882494,Endothelial,Control
9.508062,1.3997408,Endothelial,Control
8.555039,4.761464,Endothelial,Control
